latinad_id,display_name,country,state_or_province,city,picture,holding,empresa,latitude,longitude,location_type,open_ooh_venue_type_name_es,es_circuito,cantidad_pantallas_en_circuito,resolution_width,resolution_height,size_width_in_meters,size_height_in_meters,diagonal_size_in_inches,display_working_hours_per_day,slots,slot_length_in_seconds,plays_per_hour,plays_per_day,average_monthly_audience,impact_multiplier,currency,price_per_day,cpm_per_plays,conversion_rate_to_usd,price_per_day_in_usd,cpm_per_plays_in_usd,use_latinad_player,free_slots_percentage
615,Av. La Voz del Interior,Argentina,CÃ³rdoba,Capital,https://publinet-prod.s3.amazonaws.com/displays-pictures/615-5e727dd86ccac.jpg,LatinAd,7Sentidos,-31.3374283,-64.2077026,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,1351792,10.43049383,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
616,Av. Juan B Justo,Argentina,CÃ³rdoba,Capital,https://publinet-prod.s3.amazonaws.com/displays-pictures/616-5e727d9796675.jpg,LatinAd,7Sentidos,-31.38059623,-64.17610124,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,836227,6.45236882,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
617,Av. Armada Argentina,Argentina,CÃ³rdoba,Capital,https://publinet-prod.s3.amazonaws.com/displays-pictures/617-5e727d62903ac.jpg,LatinAd,7Sentidos,-31.45548471,-64.20848557,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,179883,1.38798611,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
618,Paseo del Jockey,Argentina,CÃ³rdoba,Capital,https://publinet-prod.s3.amazonaws.com/displays-pictures/618-5e727d081384f.jpg,LatinAd,7Sentidos,-31.45097122,-64.18032533,outdoor,Ciudad,no,,480,256,5,3,230,18,35.9998,15,6.67,120,559248,4.31518518,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
619,Villa Carlos Paz,Argentina,CÃ³rdoba,Punilla,https://publinet-prod.s3.amazonaws.com/displays-pictures/619-5e727c965bbf6.jpg,LatinAd,7Sentidos,-31.42228354,-64.49491467,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,568300,4.38503085,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
620,Rio IV,Argentina,CÃ³rdoba,RÃ­o Cuarto,https://publinet-prod.s3.amazonaws.com/displays-pictures/620-5e727c5380953.jpg,LatinAd,7Sentidos,-33.12417621,-64.34972354,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,809090,6.24297839,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
621,Villa Maria,Argentina,CÃ³rdoba,General San MartÃ­n,https://publinet-prod.s3.amazonaws.com/displays-pictures/621-5e727c094bda8.jpg,LatinAd,7Sentidos,-32.41447336,-63.24844778,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,256553,1.97957561,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
622,San Francisco,Argentina,CÃ³rdoba,San Justo,https://publinet-prod.s3.amazonaws.com/displays-pictures/622-5e727bdd42504.jpg,LatinAd,7Sentidos,-31.431154,-62.08317103,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,352954,2.72341049,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
623,Alta Gracia,Argentina,CÃ³rdoba,Santa MarÃ­a,https://publinet-prod.s3.amazonaws.com/displays-pictures/623-5e727b6e4f096.jpg,LatinAd,7Sentidos,-31.65857406,-64.40989771,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,470334,3.62912037,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
624,Jesus Maria,Argentina,CÃ³rdoba,ColÃ³n,https://publinet-prod.s3.amazonaws.com/displays-pictures/624-5e727b178c3d3.jpg,LatinAd,7Sentidos,-30.98126122,-64.09620065,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,298595,2.30397377,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
625,La Falda,Argentina,CÃ³rdoba,Punilla,https://publinet-prod.s3.amazonaws.com/displays-pictures/625-5e727abf3d6db.jpg,LatinAd,7Sentidos,-31.09343129,-64.4866788,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,769462,5.93720679,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0.1686
626,Cosquin,Argentina,CÃ³rdoba,Punilla,https://publinet-prod.s3.amazonaws.com/displays-pictures/626-5e7277950468c.jpg,LatinAd,7Sentidos,-31.24301562,-64.46581409,outdoor,Ciudad,no,,480,288,5,3,230,18,35.9998,15,6.67,120,343391,2.6496219,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0.1616
636,Bajada Pucara,Argentina,CÃ³rdoba,Capital,https://publinet-prod.s3.amazonaws.com/displays-pictures/636-5e7cc6dce4c05.jpg,LatinAd,7Sentidos,-31.42642752,-64.17005207,outdoor,Ciudad,no,,576,384,6,4,284,18,35.9998,15,6.67,120,561992,4.33635801,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0
644,La Pantalla de Kuanip,Argentina,Tierra del Fuego,Ushuaia,https://publinet-prod.s3.amazonaws.com/displays-pictures/644-5f14dc74b337e.jpg,Dinalight,YagÃ¡n Publicidad,-54.8176197,-68.33425498,outdoor,Ciudad,no,,508,252,3,1.5,132,24,27,15,8.89,213.33,322811,1.8681192,ARS,1600,12000,349.6877,4.57551112,34.31633426,yes,0.239
652,Pantalla Carretera a El Salvador Saliendo de la Ciudad,Guatemala,Guatemala,Santa Catarina Pinula,https://publinet-prod.s3.amazonaws.com/displays-pictures/652-6203bff6da050.jpg,Prime Media & Entretainment,Color Media,14.5743703,-90.48115777,outdoor,Autopista,no,,1040,320,13,4,535,18,26,8,17.31,311.54,1334819,5.4930823,USD,76.8,144,1,76.8,144,no,-
653,Pantalla San Cristobal,Guatemala,Guatemala,Mixco,https://publinet-prod.s3.amazonaws.com/displays-pictures/653-6203c069b653e.jpg,Prime Media & Entretainment,Color Media,14.59320836,-90.57907757,outdoor,Autopista,no,,720,514,7,5,339,18,26,8,17.31,311.54,1107159,4.55620987,USD,76.8,144,1,76.8,144,no,-
655,Pantalla 02 | Rivadavia y CÃ³rdoba,Argentina,Provincia de Buenos Aires,General PueyrredÃ³n,https://publinet-prod.s3.amazonaws.com/displays-pictures/655-5f5bc6b5f0b0b.jpg,LatinAd,Jalil Publicidad,-38.00026411,-57.54759929,outdoor,Ciudad,no,,800,480,6.4,3.84,294,16,40,15,6,96,179455,1.5577691,ARS,23200,78000,349.6877,66.34491279,223.0561727,yes,0.3092
656,Pantalla 01 | Ruta NÂº2 y Av. ConstituciÃ³n,Argentina,Provincia de Buenos Aires,General PueyrredÃ³n,https://publinet-prod.s3.amazonaws.com/displays-pictures/656-5f5fa33914536.jpg,LatinAd,Jalil Publicidad,-37.95192914,-57.58195303,outdoor,Autopista,no,,1600,840,12.8,6.7,569,16,40,15,6,96,773052,6.71052083,ARS,23200,120000,349.6877,66.34491279,343.1633426,yes,0.7246
657,Pantalla 03 | GÃ¼emes y Rawson,Argentina,Provincia de Buenos Aires,General PueyrredÃ³n,https://publinet-prod.s3.amazonaws.com/displays-pictures/657-5f5f871f7a729.jpg,LatinAd,Jalil Publicidad,-38.01419776,-57.54036806,outdoor,Ciudad,no,,2240,360,18,3,718,16,40,15,6,96,555700,4.82378472,ARS,64000,120000,349.6877,183.0204493,343.1633426,yes,0.3901
659,GalerÃ­as del Sur,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/659-5ee2f97a6fa31.jpg,Prime Media & Entretainment,Color Media,14.59541,-90.5622369,outdoor,Autopista,no,,480,720,4.8,7.2,341,18,26,8,17.31,311.54,556024,2.28816461,USD,76.8,144,1,76.8,144,no,-
661,Pantalla Cenma,Guatemala,Guatemala,Villa Nueva,https://publinet-prod.s3.amazonaws.com/displays-pictures/661-6203c09b7ff57.jpg,Prime Media & Entretainment,Color Media,14.57367071,-90.5730341,outdoor,Autopista,no,,820,240,17,5,698,17,26,8,17.31,294.23,1063117,4.63231808,USD,76.8,144,1,76.8,144,no,-
662,Pantalla Carretera a El Salvador Ingresando a la Ciudad,Guatemala,Guatemala,Santa Catarina Pinula,https://publinet-prod.s3.amazonaws.com/displays-pictures/662-6203bfbb08936.jpg,Prime Media & Entretainment,Color Media,14.57440733,-90.48122351,outdoor,Autopista,no,,1040,320,13,4,535,18,26,8,17.31,311.54,1953101,8.03745267,USD,76.8,144,1,76.8,144,no,-
679,La Pantalla del Centro,Argentina,Tierra del Fuego,Ushuaia,https://publinet-prod.s3.amazonaws.com/displays-pictures/679-602d10456beb3.jpg,Dinalight,YagÃ¡n Publicidad,-54.80643034,-68.30510601,outdoor,Ciudad,no,,640,336,5.12,2.58,226,19,6,15,40,760,1460296,10.67467836,ARS,2000,8250,349.6877,5.719389158,23.5924798,yes,0
683,Hospitales,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/683-6203b8233ad40.jpg,Prime Media & Entretainment,TEDI,14.610899,-90.51022757,outdoor,Autopista,no,,1280,720,7.9,3.96,348,18,26,8,17.31,311.54,3872733,15.93717283,USD,76.8,144,1,76.8,144,no,-
697,ARKADIA,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/697-5f07f75c0d4c2.jpg,GPO Holding,GPO Vallas GT,14.57956137,-90.49302781,outdoor,Autopista,no,,1400,1200,14,12,726,19,22,10,16.36,310.91,566575,2.76108674,USD,48,180,1,48,180,no,-
698,CONDADO 1,Guatemala,Guatemala,Santa Catarina Pinula,https://publinet-prod.s3.amazonaws.com/displays-pictures/698-5f07f66860167.jpg,GPO Holding,GPO Vallas GT,14.55594787,-90.45589315,outdoor,Autopista,no,,1600,200,16,2,635,19,22,10,16.36,310.91,1229308,5.99077972,USD,44,180,1,44.00004,180,yes,0.9545
705,CONVISTA IZQUIERDA,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/705-5f07f23524c51.jpg,GPO Holding,GPO Vallas GT,14.5806219,-90.4830563,outdoor,Autopista,no,,511,286,5,3,230,18.5,20,10,18,333,383830,1.92107107,USD,17.85,108,1,17.85,108,yes,0.9249
706,CONVISTA DERECHA,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/706-5f07e9ad9ef90.jpg,GPO Holding,GPO Vallas GT,14.5806219,-90.4830563,outdoor,Autopista,no,,511,286,5,3,230,17.5,20,10,18,315,166403,0.88043915,USD,17.85,108,1,17.85,108,yes,0.9249
747,Movil 1 - DÃ­a completo,Costa Rica,Provincia de Cartago,,https://publinet-prod.s3.amazonaws.com/displays-pictures/747-5f4d58af3bb12.jpg,LatinAd,Screen Mobile,9.8738385,-83.90557881,outdoor,Ciudad,no,,600,270,4,1.8,173,24,15,20,12,288,537064,4.14401234,USD,220,120,1,219.99996,120,yes,0.9166
749,Movil 2,Costa Rica,Provincia de Cartago,,https://publinet-prod.s3.amazonaws.com/displays-pictures/749-5f4d3d24ba1eb.jpg,LatinAd,Screen Mobile,9.86302587,-83.93035161,outdoor,Ciudad,no,,600,270,1.8,4,173,24,10,15,24,576,902553,5.22310763,USD,220,120,1,219.99996,120,yes,0.6002
933,SABANA - PANTALLA EXTERNA - SABANA NORTE,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/933-622a392ccd76e.jpg,IMC,CRC - PANTALLAS EXTERNAS,9.93624612,-84.0978426,outdoor,Autopista,no,,512,384,7.04,5.28,346,18,30,10,12,216,782538,4.02540123,USD,54,252,1,54,252,yes,0
934,URUCA - PANTALLA EXTERNA - SOBRE TIENDA HONDA,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/934-62212edb86052.jpg,IMC,CRC - PANTALLAS EXTERNAS,9.94864058,-84.09765218,outdoor,Autopista,no,,1920,1080,10,6,459,18,30,10,12,216,508340,2.61491769,USD,54,252,1,54,252,yes,0.2124
935,MULTIPLAZA CURRIDABAT - PANTALLA EXTERNA,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/935-62213018b4556.jpg,IMC,CRC - MULTIPLAZA CURRIDABAT,9.9179965,-84.0468474,outdoor,Autopista,no,,512,384,7.04,5.28,346,18,30,10,12,216,765372,3.93709876,USD,54,252,1,54,252,yes,0.0848
936,MULTIPLAZA CURRIDABAT - PANTALLA  FOOD COURT,Costa Rica,San JosÃ© Province,,https://publinet-prod.s3.amazonaws.com/displays-pictures/936-6356fa5773362.jpg,IMC,CRC - MULTIPLAZA CURRIDABAT,9.9179965,-84.0468474,indoor,Centro comercial,no,,1024,640,3.25,2.4,159,9.5,24,10,15,142.5,2221898,21.65592592,USD,32,228,1,32.00004,228,yes,0.6033
958,PASEO DE LAS FLORES - PANTALLA INTERNA FOOD COURT,Costa Rica,Heredia,Heredia,https://publinet-prod.s3.amazonaws.com/displays-pictures/958-622a347a8c261.jpg,IMC,CRC - PASEO DE LAS FLORES,9.9849182,-84.1115833,indoor,Centro comercial,no,,512,384,3.25,2.4,159,11,24,10,15,165,38249,0.32196127,USD,32,228,1,32.00004,228,yes,0.6449
959,PASEO DE LAS FLORES - PANTALLA EXTERNA - SOBRE RUTA 3,Costa Rica,Heredia,Heredia,https://publinet-prod.s3.amazonaws.com/displays-pictures/959-62212e82d127c.jpg,IMC,CRC - PASEO DE LAS FLORES,9.98529859,-84.11012418,outdoor,Autopista,no,,1056,864,7.04,5.28,346,18,30,10,12,216,789855,4.06304012,USD,54,252,1,54,252,yes,0
968,MALL SAN PEDRO - PANTALLA EXTERNA,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/968-62212fab960cc.jpg,IMC,CRC - MALL SAN PEDRO,9.93408301,-84.05666003,outdoor,Autopista,no,,1680,960,18,9.6,803,18,30,10,12,216,655713,3.37300925,USD,140,672,1,140.00004,672,yes,0
970,MULTI ESCAZU - PANTALLA INTERNA - FOODCOURT,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/970-622a31d984044.jpg,IMC,CRC - MULTIPLAZA ESCAZÃš,9.9439637,-84.1503567,indoor,Centro comercial,no,,800,464,6.4,3.71,291,14,24,10,15,210,376554,2.4904365,USD,52,228,1,51.99996,228,yes,0.5825
973,TERRAMALL - PANTALLA INTERNA - FOOD COURT,Costa Rica,Provincia de Cartago,,https://publinet-prod.s3.amazonaws.com/displays-pictures/973-622a2fdee5ae4.jpg,IMC,CRC - TERRAMALL,9.9020669,-83.9962491,indoor,Centro comercial,no,,512,384,3.25,2.4,159,12,24,10,15,180,1304205,10.06331018,USD,32,228,1,32.00004,228,yes,0.77
1012,Pantalla Obelisco,Argentina,Buenos Aires,Comuna 1,https://publinet-prod.s3.amazonaws.com/displays-pictures/1012-5f2c187d9103a.jpg,LatinAd,Grupo CEM,-34.60312294,-58.38243944,outdoor,Ciudad,no,,2304,1024,12,7,547,19,28,15,8.57,162.86,2530239,18.49589912,ARS,11999.9999,96000,349.6877,34.31633392,274.5306741,yes,0.2659
1021,AVENIDA SEGUNDA - PANTALLA EXTERNA - FRENTE MUSEO NACIONAL,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/1021-62212f3b0026f.jpg,IMC,CRC - PANTALLAS EXTERNAS,9.93204817,-84.07157507,outdoor,Autopista,no,,1560,630,16.72,6.82,711,18,30,10,12,216,455840,2.34485596,USD,140,672,1,140.00004,672,yes,0
1022,GENERAL CAÃ‘AS - PANTALLA EXTERNA - SOBRE RUTA 1,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/1022-622a38ce6f1e1.jpg,IMC,CRC - PANTALLAS EXTERNAS,9.95795601,-84.11660938,outdoor,Autopista,no,,448,576,7,9,449,18,30,10,12,216,981183,5.04723765,USD,54,252,1,54,252,yes,0.0666
1023,LINDORA - PANTALLA EXTERNA - CENTRO COMERCIAL VISTANA,Costa Rica,San JosÃ©,,https://publinet-prod.s3.amazonaws.com/displays-pictures/1023-622a39d607436.jpg,IMC,CRC - PANTALLAS EXTERNAS,9.9530297,-84.1937306,outdoor,Autopista,no,,512,384,7.04,5.28,346,18,30,10,12,216,385024,1.98057613,USD,54,252,1,54,252,yes,0
1083,Bancalari Grande,Argentina,Provincia de Buenos Aires,Tigre,https://publinet-prod.s3.amazonaws.com/displays-pictures/1083-5f5bd902375df.jpg,Bancalari,Bancalari,-34.45400801,-58.62217928,outdoor,Autopista,no,,640,192,10,3,411,20.5,30,12,10,205,254238,1.37798374,ARS,1520,7414.634341,349.6877,4.346735787,21.20358921,yes,0.4913
1112,Cardales,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/1112-6203bd358c49b.jpg,Prime Media & Entretainment,On Going,14.61153432,-90.48323864,outdoor,Autopista,no,,1280,924,4.08,3.06,201,18,26,8,17.31,311.54,3152123,12.97169958,USD,76.8,144,1,76.8,144,no,-
1115,Xela,Guatemala,Quetzaltenango,Quetzaltenango,https://publinet-prod.s3.amazonaws.com/displays-pictures/1115-6203be3e279fa.jpg,Prime Media & Entretainment,On Going,14.84982527,-91.53674849,outdoor,Autopista,no,,1280,720,7.6,4.2,342,18,26,8,17.31,311.54,4728379,19.45834979,USD,76.8,144,1,76.8,144,no,-
1116,Varieta,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/1116-6203bcc1d5488.jpg,Prime Media & Entretainment,On Going,14.60886526,-90.49050743,outdoor,Autopista,no,,830,1080,3.01,4.02,198,18,26,8,17.31,311.54,3287267,13.52784774,USD,76.8,144,1,76.8,144,no,-
1117,Obelisco,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/1117-6203bb53eddc4.jpg,Prime Media & Entretainment,On Going,14.59484894,-90.51703058,outdoor,Autopista,no,,1280,720,8.16,4.08,359,18,26,8,17.31,311.54,6890083,28.35425102,USD,76.8,144,1,76.8,144,no,-
1118,PrÃ³ceres,Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/1118-6203bc29de023.jpg,Prime Media & Entretainment,On Going,14.58806409,-90.5008309,outdoor,Ciudad,no,,1280,720,7.68,4.8,357,18,26,8,17.31,311.54,3872733,15.93717283,USD,76.8,144,1,76.8,144,no,-
1119,San CristÃ³bal,Guatemala,Guatemala,Mixco,https://publinet-prod.s3.amazonaws.com/displays-pictures/1119-6203bdf34a4fb.jpg,Prime Media & Entretainment,On Going,14.59383912,-90.57861416,outdoor,Autopista,no,,1280,720,3.84,3,192,18,26,8,17.31,311.54,3242199,13.34238271,USD,76.8,144,1,76.8,144,no,-
1120,Metroplaza,Guatemala,Guatemala,Santa Catarina Pinula,https://publinet-prod.s3.amazonaws.com/displays-pictures/1120-6203bdb833b60.jpg,Prime Media & Entretainment,On Going,14.56815105,-90.47203511,outdoor,Autopista,no,,1280,720,6.4,3.84,294,18,26,8,17.31,311.54,4233002,17.41976131,USD,76.8,144,1,76.8,144,no,-
1121,Tikal Futura (Saliendo Roosevelt),Guatemala,Guatemala,Guatemala,https://publinet-prod.s3.amazonaws.com/displays-pictures/1121-6203bbbe2eca3.jpg,Prime Media & Entretainment,On Going,14.62387898,-90.55308153,outdoor,Autopista,no,,1280,720,6.72,3.84,305,18,26,8,17.31,311.54,5674124,23.35030452,USD,76.8,144,1,76.8,144,no,-
1130,MERLIOT,El Salvador,La Libertad,Santa Tecla,https://publinet-prod.s3.amazonaws.com/displays-pictures/1130-5f5a3e5b8619b.jpg,Fran,Urban City,13.67898545,-89.2765847,outdoor,Autopista,no,,800,384,4,2,176,16,50,10,7.2,115.2,784747,4.54135995,USD,30,60,1,30,60,yes,0.7172
1143,PROCERES 2,El Salvador,San Salvador,San Salvador,https://publinet-prod.s3.amazonaws.com/displays-pictures/1143-5f5a3f541ad3d.jpg,Fran,Urban City,13.68353312,-89.22521852,outdoor,Autopista,no,,1280,384,12,4,498,16.5,40,10,9,148.5,575314,3.22847362,USD,30,60,1,30,60,yes,0.7141
1146,SANTA ELENA 1,El Salvador,La Libertad,Antiguo CuscatlÃ¡n,https://publinet-prod.s3.amazonaws.com/displays-pictures/1146-60da06af3d75b.jpg,Fran,Urban City,13.67496184,-89.25257687,outdoor,Autopista,no,,1230,160,4,3,197,16,50,10,7.2,115.2,261585,1.51380208,USD,30,60,1,30,60,yes,0.8053
1161,HEROES,El Salvador,San Salvador Department,San Salvador,https://publinet-prod.s3.amazonaws.com/displays-pictures/1161-5f5a40c9af74a.jpg,Fran,Urban City,13.70185038,-89.21587279,outdoor,Autopista,no,,800,288,4,2,176,16,50,10,7.2,115.2,151921,0.87917245,USD,30,60,1,30,60,yes,0.7276
1162,PROCERES 1,El Salvador,La Libertad Department,San Salvador,https://publinet-prod.s3.amazonaws.com/displays-pictures/1162-5f5a42b5c06c7.jpg,Fran,Urban City,13.68252439,-89.24331072,outdoor,Autopista,no,,546,186,12,3,487,16,50,10,7.2,115.2,633159,3.66411458,USD,30,60,1,30,60,yes,0.7072
1167,ARAUJO,El Salvador,San Salvador Department,San Salvador,https://publinet-prod.s3.amazonaws.com/displays-pictures/1167-609e91bf1157d.jpg,Fran,Urban City,13.69268147,-89.23003972,outdoor,Autopista,no,,2000,300,20,2,791,16,40,10,9,144,472429,2.73396412,USD,30,60,1,30,60,yes,0.5244
1168,CONSTITUCION,El Salvador,San Salvador,Mejicanos,https://publinet-prod.s3.amazonaws.com/displays-pictures/1168-5f5a41cd712b7.jpg,Fran,Urban City,13.7320818,-89.2040966,outdoor,Autopista,no,,1664,384,16,3,641,16,50,10,7.2,115.2,494392,2.86106481,USD,30,60,1,30,60,yes,0.707
1171,SANTA ELENA 2,El Salvador,La Libertad,Antiguo CuscatlÃ¡n,https://publinet-prod.s3.amazonaws.com/displays-pictures/1171-60da058173fd9.jpg,Fran,Urban City,13.66213169,-89.25367207,outdoor,Autopista,no,,960,576,4,3,197,16,40,10,9,144,193088,1.1174074,USD,30,60,1,30,60,yes,0.5518
1293,Una Idea led! La Playosa,Argentina,CÃ³rdoba,General San MartÃ­n,https://publinet-prod.s3.amazonaws.com/displays-pictures/1293-60e06acaa6213.jpg,LatinAd,Una Idea!,-32.10010879,-63.03137138,outdoor,Autopista,no,,384,192,4,2,176,17.5,65,10,5.54,96.92,112624,0.59589417,ARS,400,4126.983714,349.6877,1.143877694,11.80191272,yes,0
1532,SAN MIGUEL,El Salvador,San Miguel,,https://publinet-prod.s3.amazonaws.com/displays-pictures/1532-5fd77e9c939f6.jpg,Fran,Urban City,13.4626287,-88.16546745,outdoor,Autopista,no,,576,288,5.76,2.88,254,16,40,10,9,144,227973,1.31928819,USD,30,60,1,30,60,yes,0.7341
1540,Bialet Masse,Argentina,CÃ³rdoba,ColÃ³n,https://publinet-prod.s3.amazonaws.com/displays-pictures/1540-6058dc5abb813.jpg,LatinAd,7Sentidos,-31.30401161,-64.28827951,outdoor,Ciudad,no,,480,256,5,3.2,234,18,35.9998,15,6.67,120,747552,5.76814814,ARS,3596,120000,349.6877,10.28346161,343.1633426,yes,0.1986
1649,PD Palmeras/Evitamiento - La Molina,PerÃº,Provincia de Lima,Provincia de Lima,https://publinet-prod.s3.amazonaws.com/displays-pictures/1649-6053a1be3cecf.jpg,GPO Holding,GPO Vallas PE,-12.07339946,-76.97346826,outdoor,Ciudad,no,,1280,358,10,2.8,409,19,12,10,30,570,2579818,12.57221247,USD,64,93.6,1,63.99996,93.6,no,-
1846,DIG 004 - PanamÃ¡ (Surquillo),PerÃº,Provincia de Lima,Provincia de Lima,https://publinet-prod.s3.amazonaws.com/displays-pictures/1846-607f432f926a5.jpg,LatinAd,Capi publicidad,-12.10672968,-77.01839035,outdoor,Autopista,no,,640,320,10,5,440,24,9,8,50,1200,780220,2.40808642,USD,34.2,72,1,34.2,72,yes,0.8888
1847,DIG 003 - CaquetÃ¡ (RÃ­mac),PerÃº,Gobierno Regional de Lima,Provincia de Lima,https://publinet-prod.s3.amazonaws.com/displays-pictures/1847-607f43e5e73bf.jpg,LatinAd,Capi publicidad,-12.02898939,-77.04400509,outdoor,Autopista,no,,720,360,12,6,528,24,9,8,50,1200,2704889,8.34842283,USD,34.2,72,1,34.2,72,yes,0.3873
1848,DIG 002 - Palao (SMP),PerÃº,Provincia de Lima,Provincia de Lima,https://publinet-prod.s3.amazonaws.com/displays-pictures/1848-607f4464f1354.jpg,LatinAd,Capi publicidad,-12.01868713,-77.05979852,outdoor,Autopista,no,,720,360,12,6,528,24,9,8,50,1200,3675041,11.34271913,USD,34.2,72,1,34.2,72,yes,0.4143
